country,country_code_2_digit,country_code_3_digit,population,daily_count,reported_date,confirmed cases_count,deaths_count,source
the Holy See/ Vatican City State,VA,VAT,809,0,2020-07-29,0,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2,2020-08-02,,2,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-08-22,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-09-07,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,325,2020-06-28,325,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1673,2020-09-06,1673,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,688,2020-10-01,688,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,382,2020-07-02,382,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1040,2020-08-17,1040,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,255,2020-09-11,255,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-06-24,,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,14,2020-05-14,,14,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,49,2020-03-19,49,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-01-24,0,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,132,2020-08-18,132,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-06-21,,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-04-29,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-07-02,,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,258,2020-06-06,,258,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,2020-04-27,,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,4,2020-10-21,,4,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1983,2020-05-03,1983,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-03-24,,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,11,2020-10-22,,11,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1596,2020-09-03,1596,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-07-14,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,11,2020-07-11,11,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,72,2020-04-18,72,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-05-23,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,2020-01-23,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,219,2020-08-20,219,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,3,2020-10-16,,3,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-01-20,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,3,2020-09-29,,3,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-06-29,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,8,2020-06-01,,8,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,2020-02-01,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2,2020-08-06,,2,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,144,2020-08-07,144,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,73,2020-07-06,73,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-07-17,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,143,2020-06-23,143,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,2020-06-22,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,1,2020-10-04,,1,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-08-10,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,5,2020-08-24,,5,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,1,2020-07-20,,1,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,182,2020-07-04,182,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-07-30,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,2020-09-18,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,76,2020-08-10,76,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,13,2020-04-01,,13,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,10,2020-10-23,,10,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2,2020-09-01,2,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,241,2020-10-04,241,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,174,2020-09-11,174,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,15,2020-08-06,15,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-03-29,,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,4,2020-05-14,4,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,1,2020-07-24,,1,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,9,2020-04-30,,9,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-06-18,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,10,2020-06-05,10,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,24,2020-06-10,24,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,2020-02-09,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-09-14,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,147,2020-05-24,147,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,24,2020-08-07,24,,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-04-05,,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-08-14,0,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-01-09,0,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-08-26,,0,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,2020-05-12,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,609,2020-10-17,609,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,2020-01-02,0,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-06-20,,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1,2020-02-02,1,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,66,2020-05-29,,66,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-09-22,,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,155,2020-03-15,155,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,20,2020-06-07,20,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2499,2020-10-03,2499,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,1,2020-10-21,1,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,540,2020-08-05,540,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-03-16,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,2020-08-03,0,0,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-06-29,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2,2020-05-14,2,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-03-09,,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,0,2020-01-17,0,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-05-27,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1083,2020-04-03,1083,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,6638,2020-10-15,6638,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,38,2020-08-01,38,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,8,2020-08-01,8,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,2020-01-07,0,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,14,2020-05-02,14,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,430,2020-10-22,430,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,90,2020-07-21,90,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,120,2020-04-18,120,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,89,2020-03-26,89,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,2020-07-06,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,323,2020-06-27,323,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2,2020-06-25,2,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,16,2020-09-06,,16,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,1,2020-08-17,,1,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,90,2020-08-25,90,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,2020-06-08,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,10,2020-05-14,10,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,5,2020-05-22,,5,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-06-16,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-03-23,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,2020-06-15,,0,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,2020-03-25,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,2020-08-23,,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,4,2020-03-25,4,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,1,2020-04-14,1,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,115,2020-08-30,115,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,2020-01-20,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,4016,2020-10-15,4016,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,299,2020-07-14,299,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-03-12,,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,14,2020-06-16,14,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,2020-02-28,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,1,2020-06-30,1,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,27,2020-09-16,,27,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,2020-03-08,0,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,2020-02-01,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,303,2020-10-13,303,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-09-26,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-01-12,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-09-15,0,0,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,3,2020-02-28,3,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,543,2020-07-09,543,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,17,2020-04-13,17,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2,2020-09-27,,2,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,14,2020-08-14,,14,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-08-29,,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-02-16,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-07-26,,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,808,2020-09-22,808,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,404,2020-05-22,404,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,447,2020-05-14,,447,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,11,2020-09-08,,11,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,1158,2020-08-11,1158,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,11,2020-03-25,11,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,3172,2020-08-12,3172,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,2020-02-25,,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,3,2020-05-11,3,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-02-17,0,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,3,2020-10-24,,3,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,1,2020-06-07,,1,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,312,2020-07-18,312,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,4892,2020-08-18,4892,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,330,2020-09-17,330,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,2020-03-15,,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1813,2020-09-06,1813,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-09-01,,0,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,54,2020-08-27,,54,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,266,2020-07-10,266,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,1,2020-08-04,,1,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,2020-09-07,,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,301,2020-06-28,301,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,16,2020-09-01,,16,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,26,2020-03-31,26,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,114,2020-05-18,114,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-05-13,,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,70,2020-05-12,70,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-01-31,0,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,621,2020-10-17,621,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,2020-03-12,,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,178,2020-08-25,178,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,2020-05-11,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-02-07,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,41,2020-06-30,41,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-01-23,0,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-06-13,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,0,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,8,2020-07-19,,8,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,9,2020-03-13,9,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,2020-06-05,0,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2,2020-07-25,2,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,2020-10-01,,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,2020-02-13,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-01-12,0,0,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,195,2020-10-15,195,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,10,2020-08-02,10,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1709,2020-10-04,1709,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,2020-07-05,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,70,2020-10-04,70,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,2020-02-18,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,5,2020-10-08,,5,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,11,2020-10-03,,11,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2,2020-08-22,,2,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,51,2020-04-11,51,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,84,2020-10-01,84,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,3,2020-09-26,,3,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,110,2020-10-01,110,,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,151,2020-03-11,151,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,2020-01-20,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,509,2020-10-17,509,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,1,2020-04-08,,1,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,11,2020-08-11,,11,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,102,2020-03-27,,102,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,15,2020-10-04,,15,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,2020-08-04,,0,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,195,2020-06-08,195,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,3,2020-04-26,,3,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,11,2020-10-22,,11,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,8,2020-04-15,8,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,2020-08-28,,0,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,36,2020-06-01,36,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,28,2020-06-12,28,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,314,2020-06-08,314,,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-01-11,0,0,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-05-31,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,1,2020-05-04,,1,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,5,2020-09-12,,5,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,8,2020-03-11,8,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-09-05,,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,274,2020-05-08,,274,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,1195,2020-04-28,1195,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2,2020-07-10,,2,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,4,2020-04-01,4,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,2020-06-08,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-08-21,,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,171,2020-05-30,171,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,43,2020-08-10,43,,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-08-17,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,15,2020-08-05,15,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,2020-01-21,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,57,2020-05-31,,57,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,2020-07-22,,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,164,2020-04-05,,164,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,2020-01-05,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,2020-01-13,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,9,2020-05-27,,9,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,2020-06-22,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,6,2020-08-15,,6,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2,2020-03-09,2,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,14,2020-10-24,14,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,2020-03-13,,0,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,1,2020-05-10,,1,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,5,2020-05-20,5,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,2020-05-18,0,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,7,2020-03-07,7,,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,194,2020-07-30,194,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,77,2020-07-03,77,,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,189,2020-04-16,,189,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,2020-02-02,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,73,2020-04-07,73,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,15,2020-07-26,15,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,2020-10-05,,0,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,2020-03-13,,0,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,2020-09-20,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,4,2020-06-27,4,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,473,2020-03-19,,473,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,1,2020-07-01,1,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,554,2020-10-04,554,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,48,2020-03-03,48,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,26,2020-09-02,,26,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,2020-07-09,0,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2446,2020-03-25,2446,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,71,2020-03-27,71,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,186,2020-09-06,186,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,2020-02-29,,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,168,2020-07-28,168,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,23,2020-10-01,23,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1365,2020-08-31,1365,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,2020-01-25,0,0,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,9,2020-08-06,9,,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,174,2020-07-13,174,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,40,2020-09-03,,40,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,14,2020-08-15,,14,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,146,2020-05-27,146,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,2020-06-06,,0,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,2020-01-08,0,0,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,431,2020-05-19,431,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,2020-06-04,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-07-04,0,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,3,2020-10-20,,3,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,3517,2020-10-11,3517,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,415,2020-06-29,415,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,2020-03-03,0,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,6537,2020-07-14,6537,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,150,2020-10-18,,150,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,10888,2020-10-06,10888,,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,5,2020-03-05,5,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,16,2020-06-10,16,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,20,2020-03-12,20,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,33,2020-10-01,,33,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,15,2020-07-03,,15,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,33,2020-08-16,,33,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,106,2020-09-18,106,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,154,2020-07-25,154,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,2020-01-08,0,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,2020-03-02,0,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1615,2020-10-09,1615,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,2020-05-19,,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,612,2020-07-14,612,,"Epidemic intelligence, national daily data"
